vin|year|make|model|trim|dealer_name|dealer_street|dealer_city|dealer_state|dealer_zip|listing_price|listing_mileage|used|certified|style|driven_wheels|engine|fuel_type|exterior_color|interior_color|seller_website|first_seen_date|last_seen_date|dealer_vdp_last_seen_date|listing_status
JF1VA1D66F9829060|2015|Subaru|WRX WRX Premium|Premium|Shift.Com|ONLINE_ONLY|La Crescent|MN||25450|25205|TRUE|FALSE|Sedan|AWD4WD|2.0L H4 16V GDI DOHC Turbo|gasoline|Wr Blue Pearl Exterior|Black|https://shift.com|2022-08-02|2022-08-17|2022-08-17|
1V2JR2CA5NC543021|2022|Volkswagen|Atlas|3.6L V6 SE w/Technology|Schumacher Chevrolet-Buick-Gmc|3720 Northlake Blvd STE C|Palm Beach Gardens|FL|33403|42385|1|FALSE|FALSE|SUVs|FWD|3.6L VR6|Gasoline|Pure White|Titan Black|https://www.schumacherlakepark.com|2022-05-06|2022-08-17|2022-08-09|
2CNALPECXB6216743|2011|Chevrolet|Equinox 2LT SUV|2LT|Genesis Of Waterloo|810 Washington St|Waterloo|IA|50702|||TRUE|FALSE|SUV|Front-wheel|I-4 Cylinders||Cardinal Red|Light Titanium/jet Black|https://www.genesisofwaterloo.com|2022-07-23|2022-08-17|2022-08-17|
1FTEW1CG3HFA75397|2017|Ford|F150 SuperCrew Cab|XLT Pickup 4D 5 1/2 ft|Carvana|ONLINE_ONLY|Winder|GA|30680|30990|71826|TRUE|FALSE|XLT Pickup 4D 5 1/2 ft|RWD|V6, EcoBoost, TT, 3.5L|Gas|Black|Gray|https://www.carvana.com|2022-07-20|2022-08-18|2022-08-17|
1C4HJXEN6MW527279|2021|Jeep|Wrangler|Unlimited Sahara|Alfa Romeo Zeigler Of Grandville|4222 Pkwy Pl Dr|Grandville|MI|49418|48495|32251|TRUE|FALSE|SUV|4x4|I-4 Cylinders|Gasoline|Black|Black|https://www.alfaromeousaofgrandville.com|2022-07-13|2022-08-17|2022-08-17|
1GNFK23079R287865|2009|Chevrolet|Tahoe|1LT 4WD|Prunto Motor Inc.|7750 Greenfield Rd STE 101|Dearborn|MI|48126|8999|201510|TRUE|FALSE|suv|Four-Wheel Drive|320 hp 5.3L V8 Flex Fuel Vehicle|Flex Fuel Vehicle|Black|Black|https://www.pruntomotor.com|2022-06-30|2022-08-17|2022-07-03|
1G6AE5RX1J0153249|2018|Cadillac|ATS|2.0L Turbo|Sundance Chevrolet, Inc.|5895 E Saginaw Hwy|Grand Ledge|MI|48837|29500|19239|TRUE|FALSE|Sedan|All-Wheel Drive|2.0L I4 16V GDI DOHC Turbo|Gasoline|Black||https://www.sundancechevyranch.com|2022-08-05|2022-08-17|2022-08-17|
1G1ZD5ST9NF121011|2022|Chevrolet|Malibu|LT|Momentum Volkswagen Of Upper Kirby|2405 Richmond Ave|Houston|TX|77098|29599|12273|TRUE|FALSE|Sedan/5 seats|Front-Wheel|1.5L I-4 Cylinders|Gas|Silver Ice Metallic|Jet Black|https://www.momentumvolkswagen.com|2022-07-20|2022-08-17|2022-08-11|
1FTFW1E8XNFB05565|2022|Ford|F-150|XLT|Cavalier Ford Greenbrier|1515 S Military Hwy|Chesapeake|VA|23320|62940||FALSE|FALSE|pickup_truck|4x4|3.5L V6 EcoBoost with Auto Start-Stop Technology Engine|17|Carbonized Gray Metallic|Black|https://www.cavalierfordgreenbrier.com|2022-06-17|2022-08-17|2022-08-17|in_transit
1G1ZG5ST6MF017517|2021|Chevrolet|Malibu RS Sedan|I-4 Cylinder|Lester Glenn Subaru|1501 Nj-37 W|Toms River|NJ|08755|26737|37951|TRUE|TRUE|Sedan|Front-Wheel Drive|160 hp 1.5L I4|Gasoline|Summit White|Jet Black|https://www.lesterglennsubaru.com|2022-08-16|2022-08-17|2022-08-17|
WAU24GF5XJN013011|2018|Audi|S5 3.0T Prestige Cabriolet|Prestige|Courtesy Nissan|1777 N Central Espy|Richardson|TX|75080|48000|47249|TRUE|TRUE|Convertible|All-Wheel Drive|354 hp 3L V6|Gas|Daytona Gray Pearl Effect/black Roof|Black|https://www.courtesynissan.com|2022-06-26|2022-08-17|2022-08-17|
1N6AA1EJ5HN555983|2017|Nissan|Titan|S|Prestige Mitsubishi|377 Taunton Ave|East Providence|RI|02914|30944|56000|TRUE|FALSE|S 4dr Crew Cab 4WD (5.6L 8cyl 7A)|four wheel drive|gas|Gasoline|Gun Metallic|Black Cloth|https://www.prestigemitsubishiri.com|2021-05-21|2022-08-17|2022-08-17|
2HKRM4H46GH684799|2016|Honda|CR-V|SE|Sloane Toyota Of Malvern|593 Lancaster Ave|Malvern|PA|19355|23991|37468|TRUE|FALSE|crossover|AWD4WD|2.4L I4 16V GDI DOHC|Gasoline|Modern Steel Metallic|Gray|https://www.sloanetoyotamalvern.com|2022-08-12|2022-08-17|2022-08-16|
3GTU2NEJ0JG571947|2018|GMC|Sierra 1500|SLT|Covert Chevrolet Buick Gmc|702 State Hwy 71|Bastrop|TX|78602|43995|46877|TRUE|FALSE|SLT 4dr Crew Cab 4WD 5.8 ft. SB (6.2L 8cyl 8A)|four wheel drive|gas|4WD|Summit White|Cocoa/dune Leather|https://www.covertbastrop.com|2022-08-02|2022-08-17|2022-08-10|
YV4A22PK5M1685658|2021|Volvo|XC90|T6 Momentum|Germain BMW Of Naples|11286 Tamiami Trail N|Naples|FL|34110|51109|23012|TRUE|FALSE|SUVs|AWD4WD|I4 Supercharged||Thunder Gray Metallic Exterior|Amber|https://www.germainbmw.com|2022-07-29|2022-08-17|2022-08-17|
1C6RREJG9NN352985|2022|Ram|1500|Laramie|Elk Grove Dodge Chrysler Jeep Ram|8575 Laguna Grove Dr|Elk Grove|CA|95757||4|TRUE|FALSE|Laramie 4dr Crew Cab 5.6 ft SB (3.6L 6cyl Gasoline/electric mild hybrid 8A)|rear wheel drive|||Diamond Black Crystal Pearl Coat|Black Leather|https://www.elkgrovedodge.net|2022-08-08|2022-08-17||
1GCUDEEDXNZ580486|2022|Chevrolet|Silverado 1500 RST|Crew Cab Short Box 4-Wheel Drive RST|Vaden Chevrolet Buick Gmc|103 Robert Smalls Pkwy|Beaufort|SC|29902|59490||FALSE|FALSE|pickup_truck|4WD|5.3L EcoTec3 V8 engine|Gas|Northsky Blue Metallic|Jet Black, Leather-appointed Front Outboard Seating Positions|https://www.vadenofbeaufort.com|2022-07-17|2022-08-18|2022-08-17|
3GNCJPSB9LL212489|2020|Chevrolet|Trax|LT|Hertz Car Sales Des Plaines|2170 S, Mannheim Rd|Des Plaines|IL|60018|19200|56986|TRUE|FALSE|LT Sport Utility 4D|All-wheel Drive|4-Cylinders, ECOTEC, Turbo, 1.4 Liters|Gas|Black|Black|https://www.hertzcarsales.com|2022-07-13|2022-08-14|2022-08-12|
1C6HJTAG3ML523134|2021|Jeep|Gladiator 80th Anniversary 4x4 *Ltd Avail* Truck for sale in Conroe TX near Houston|80th Anniversary Edition Crew Cab 4WD|Demontrond Volkswagen Of Conroe|916 I 45 S|Conroe|TX|77304|52988|32503|TRUE|FALSE|pickup_truck|Four-Wheel Drive|285 hp 3.6L V6|Gasoline|Snazzberry Pearlcoat|Black Cloth|https://www.demontrondvwofconroe.com|2022-08-02|2022-08-17|2022-08-16|
1GKS1AKD4NR364313|2022|GMC|Yukon|2WD 4dr SLE|Socal Penske Dealer Group|9136 E, Firestone Blvd|Downey|CA|90241|58680||FALSE|FALSE|suv|4X2|355 hp 5.3L V8|Gas|Onyx Black|Jet Black|https://www.socalpenske.com|2022-07-28|2022-08-17|2022-08-17|
1N4AL4CV7NN301794|2022|Nissan|Altima 2.0 SR Sedan|2.0 SR|Abc Nissan|1300 E Camelback Rd|Phoenix|AZ|85014|32999|7330|TRUE|TRUE|Sedan|FWD|2.0L I4 16V PDI DOHC Turbo|Gas|White|Sport|https://www.abcnissan.com|2022-07-27|2022-08-17|2022-08-17|
3GNAXXEV8NS233712|2022|Chevrolet|Equinox|Premier|Ed Morse Chevrolet Buick Gmc Muscatine|501 Us-61 Bus|Muscatine|IA|52761|40075|5|FALSE|FALSE|crossover|Four-Wheel Drive|170 hp 1.5L I4|Gasoline Fuel|White (iridescent Pearl Tricoat)|Jet Black|https://www.edmorsechevroletbuickgmcmuscatine.com|2022-08-11|2022-08-17|2022-08-17|in_transit
NM0LS7S29N1530464|2022|Ford|Transit Connect Cargo Van|XL|Carvana|ONLINE_ONLY|Baltimore|MD|21234|42990|1125|TRUE|FALSE|XL 4dr Minivan w/Rear 180 Degree Doors LWB (2.0L 4cyl 8A)|front wheel drive|gas|Gasoline|Frozen White|Ebony W/ebony Inserts Cloth|https://www.carvana.com|2022-04-30|2022-08-17|2022-07-16|
1C4HJXEN4LW233720|2020|Jeep|Wrangler Unlimited|Sahara 4WD|Carmax|18220 Ponderosa Dr|Parker|CO|80134|39998|52168|TRUE|FALSE|suv|Four-Wheel Drive|270 hp 2L I4|Gasoline|Silver|Black|https://www.carmax.com|2022-07-22|2022-08-18|2022-07-29|
2LMPJ8LP7KBL32036|2019|Lincoln|Nautilus Reserve SUV|Reserve|Front Royal Ford|9135 Winchester Rd|Front Royal|VA|22630|46995|20144|TRUE|FALSE|suv|AWD4WD|335 hp 2.7L V6|AWD|Ingot Silver Exterior|Gray|https://www.frontroyalford.com|2022-03-08|2022-08-17|2022-08-17|
KNAGT4L38G5105995|2016|Kia|Optima|LX|Auto Financial Group|26758 Telegraph Rd|Flat Rock|MI|48134|12990|139192|TRUE|FALSE|Sedan|Front-Wheel Drive|185 hp 2.4L I4|Gasoline|Black|Black|https://www.afgautosales.com|2021-09-10|2022-08-17|2021-11-12|
3GNAXUEV9LS544237|2020|Chevrolet|Equinox|LT|Mount Kisco Chevrolet|175 N Bedford Rd|Mt Kisco|NY|10549|25995|29736|TRUE|FALSE|LT 4dr SUV AWD (1.5L 4cyl Turbo 6A)|all wheel drive|gas|Gas|Summit White|Jet Black Premium Cloth|https://www.mtkiscochevrolet.com|2022-06-08|2022-08-17|2022-08-17|
3C4NJDCB5NT159212|2022|Jeep|Compass|COMPASS HIGH ALTITUDE 4X4|Sport Durst Automotive|4511 Durham-Chapel Hill Blvd|Durham|NC|27707|||FALSE|FALSE|Sport Utility|4x4|2.4L I4 Zero Evap MultiAir® Engine with Stop/Start|in_transit|Diamond Black Crystal Pearl-coat Paint|Black|https://www.sportdurst.com|2022-06-30|2022-08-17|2022-08-17|in_transit
3VV8B7AX9NM148686|2022|Volkswagen|Tiguan|SE R-Line Black with 4MOTION&reg;|Volkswagen Of Downtown Chicago|1111 N Clark St|Chicago|IL|60610|36724||TRUE|FALSE||Front|EA888 inline four-Cylinders||||https://www.dtvwchicago.com|2022-08-06|2022-08-17||
4T4BF3EK5BR114074|2011|Toyota|Camry|XLE|Affordable Auto Sales|4525 Lomas Blvd NE|Albuquerque|NM|87110|5995|291785|TRUE|FALSE|XLE 4dr Sedan 6A|fwd|2.5L I4||Gray|Ash|https://www.affordableautosalesnm.com|2022-08-11|2022-08-16|2022-08-16|
2HGFC3A57JH756307|2018|Honda|Civic|SI|J&s Mitsubishi|1721 N Olden Ave|Ewing Township|NJ|08638||54391|TRUE|FALSE|Coupe|Front-Wheel Drive|205 hp 1.5L I4|Gasoline|Gray|Black Cloth|https://www.jsmitsubishi.com|2022-08-11|2022-08-17|2022-08-15|
3VV2B7AX2KM114669|2019|Volkswagen|Tiguan|SEL R-Line Jet-Black 4MOTION|Ez Auto Group LLC|10183, Hwy 522 S|Lewistown|PA|17044|27588|50872|TRUE|FALSE|SEL R-Line Jet-Black 4MOTION 4dr SUV AWD (2.0L 4cyl Turbo 8A)|all wheel drive|gas|Gasoline|Platinum Gray Metallic|Titan Black Leatherette|https://www.ezautogroup.co|2022-06-09|2022-08-17|2022-06-11|
2T2BZMCA2JC140791|2018|Lexus|RX 350|PREMIUM SIEGES VENTILÉS TOIT OUVRANT|Gravel Auto  Used Car Center|1007 Bd Rene Levesque|Verdun|QC|H3E 0H1|44495|58212|TRUE|FALSE||4x4|V-6 Cylinders|Ordinaire sans plomb|Ultra White|Black|https://www.gravelauto.com|2022-03-04|2022-08-17|2022-08-17|
YV4L12RL2N1081083|2022|Volvo|XC60|B5 AWD Inscription|Ray Price|6320 United States Rte 209|Stroudsburg|PA|18360|57020|0|FALSE|FALSE|SUV|AWD4WD|I-4 Cylinders|Gasoline|Crystal White Metallic Exterior|Charcoal|https://www.raypricecars.com|2022-05-04|2022-08-17|2022-08-17|in_transit
2GNAXSEV3J6252647|2018|Chevrolet|Equinox|1.5T LT AWD|Fuccillo Chevrolet Of Grand Island|2000 Alvin Rd|Grand Island|NY|14072|25909|29164|TRUE|FALSE|crossover|Four-Wheel Drive|1.5L I4|Gasoline|Silver||https://www.fuccillochevrolet.com|2022-08-16|2022-08-17||
2GNAXREV3J6297113|2018|Chevrolet|Equinox|LS|Boch Hyundai|1201 Boston Providence Hwy|Norwood|MA|02062|23897|34562|TRUE|TRUE|crossover|Four-Wheel Drive|1.5L I4|Gasoline|Summit White|Medium Ash Gray|https://www.bochhyundai.com|2022-08-02|2022-08-17|2022-08-17|
JF1GPAL6XE8339900|2014|Subaru|Impreza|2.0i Sport Premium|Carmax|2001 Lockwood St|Oxnard|CA|93036|17998|91516|TRUE|FALSE|Hatchback|AWD|2.0L H4 16V MPFI DOHC||Gray|Black|https://www.carmax.com|2022-08-02|2022-08-17||
WBA13BK02NCJ48531|2022|BMW|5 Series M550i xDrive Sedan|M550i xDrive|West Herr Toyota Of Williamsville|8129 Main St|Williamsville|NY|14221|84667|9043|FALSE|FALSE|Sedan|All-Wheel Drive|523 hp 4.4L V8|Gasoline|Black Sapphire Metallic|Black|https://www.toyotawilliamsville.com|2022-08-04|2022-08-17|2022-08-17|
KNDPN3AC4N7994953|2022|Kia|Sportage|EX|Morgan Auto Group|1518 W Us Hwy 90|Lake City|FL|32055|31000|10372|TRUE|FALSE|EX 4dr SUV (2.4L 4cyl 6A)|front wheel drive|gas|Gasoline|Snow White Pearl|Black Leatherette|https://www.morganautogroup.com|2022-05-24|2022-08-17|2022-08-17|
2FMGK5D83JBA05212|2018|Ford|Flex Limited SUV|Limited|Lithia Chrysler Jeep Dodge Of Billings|2229 King Ave W|Billings|MT|59102|27995|85825|TRUE|FALSE|Limited 4dr Wagon (3.5L 6cyl 6A)|front wheel drive|gas||Ingot Silver Metallic|Charcoal Black Leather|https://www.lithiadodgebillings.com|2022-07-30|2022-08-17|2022-08-17|
JTEBU5JR3L5739647|2020|Toyota|4Runner|TRD Off-Road Premium|Sheehy Infiniti Of Chantilly|4145 Auto Park Cir|Chantilly|VA|20151|39982|57583|TRUE|FALSE|4D Sport Utility|4WD|4.0L V6 SMPI DOHC|4|Barcelona Red Metallic|Black/graphite|https://www.sheehyinfinitichantilly.com|2022-07-27|2022-08-17|2022-08-15|
3C4NJCBB7NT205327|2022|Jeep|Compass|Latitude|Button Chrysler Jeep Dodge Ram|1220 E Blvd|Kokomo|IN|46902|30930||FALSE|FALSE||Front-wheel|2.4L I4 Zero Evap MultiAir® Engine with Stop/Start||||https://www.buttondodge.com|2022-08-12|2022-08-17|2022-08-16|
1GKS2MEF1ER182144|2014|GMC|Yukon XL|AWD 4dr Denali|Minnesota Motor Company|1108 Pebble Lake Rd|Fergus Falls|MN|56537|19900|141537|TRUE|FALSE|suv|AWD4WD|6.2L V8 16V MPFI OHV Flexible Fuel|F|Onyx Black Exterior|Ebony|https://www.mnmotorco.com|2022-06-18|2022-08-17|2022-08-17|
3GNKBFRSXNS129204|2022|Chevrolet|Blazer Premier SUV|Premier FWD|Richardson Bros., Inc. Chevrolet|1539 U S Hwy 181 N|Floresville|TX|78114|44991|9960|TRUE|FALSE|crossover|Front-Wheel Drive|308 hp 3.6L V6|Gas|White (iridescent Pearl Tricoat)|Jet Black/maple Sugar Leather/sueded Microfiber|https://www.chevydeal.com|2022-08-11|2022-08-17|2022-08-12|
5TDDZRBH0NS586363|2022|Toyota|highlander|Limited|Koons Woodbridge Buick Gmc|14530 Jefferson Davis Hwy|Woodbridge|VA|22191|54738|6|FALSE|FALSE|Limited 4dr SUV AWD (3.5L 6cyl 8A)|all wheel drive|gas|Gasoline|Midnight Black Metallic||https://www.koonswoodbridgebuickgmc.com|2022-08-04|2022-08-17|2022-08-17|
1GT12SEY7KF126140|2019|GMC|Sierra 2500HD|Denali|Jaguar West Ashley|1511 Savannah Hwy|Charleston|SC|29407|74599|32061|TRUE|FALSE|Denali 4dr Crew Cab 4WD SB (6.0L 8cyl 6A)|four wheel drive|diesel|Diesel|White Frost Tricoat|Cocoa/dark Sand Leather|https://www.jaguarwestashley.com|2022-05-31|2022-08-17|2022-08-12|
1C4RJEAG7JC153326|2018|Jeep|Grand Cherokee Altitude SUV|Altitude 4x2 *Ltd Avail*|Sonic Automotive Concierge|4401 Colwick Rd|Charlotte|NC|28211|23998|110000|TRUE|FALSE|SUV/5 seats|RWD|3.6L V6 24V MPFI DOHC|Gas|Bright White Clearcoat|Black|https://www.sonicvipservices.com|2022-07-28|2022-08-17|2022-08-14|
JM3KFBCM0L0733128|2020|Mazda|CX-5|GS|Nissan Of Duncan|439 Trans-Canada Hwy|Duncan|BC|V9L 3R7|36888|21952|TRUE|FALSE||Other|2.5 SKYACTIV-G DOHC 16-Valve I4 -inc: Cylinders de|N.A.|Black|Black|https://www.nissanofduncan.com|2021-10-21|2022-08-17|2022-08-17|
1GYKNDRS4KZ275160|2019|Cadillac|XT5|Luxury AWD|Basil Fredonia Collision Center|210 E Main St|Fredonia|NY|14063||12818|TRUE|FALSE|||||||https://www.basilfredonia.com|2022-08-17|2022-08-17|2022-08-17|
3C6RR7KT2NG174403|2022|Ram|1500 Classic Tradesman Truck Crew Cab|V-8 Cylinder|Sandy Sansing Mazda|6105 Pensacola Blvd|Pensacola|FL|32505|43900|1250|TRUE|FALSE|pickup_truck|Four-Wheel Drive|395 hp 5.7L V8|Gasoline|Billet Silver Metallic Clearcoat|Black|https://www.sandysansingmazda.com|2021-12-05|2022-08-17|2022-08-16|
1C6SRFFT7NN123119|2022|Ram|1500|Big Horn|Fraser Valley Alfa Romeo|22856 Lougheed Hwy|Maple Ridge|BC|V2X 2V6|66899||TRUE|FALSE||4x4|Regular Unleaded V-8 5.7 Liters/345|Gasoline|Granite Crystal Metallic|Black|https://www.fraservalleyalfaromeo.ca|2021-10-30|2022-08-17|2022-08-16|
1FATP8FF2L5118809|2020|Ford|Mustang|GT Premium|Hertz Car Sales Albuquerque|7710 Lomas Blvd NE|Albuquerque|NM|87110|37500|52516|TRUE|FALSE|Convertible|Rear-wheel|V-8 Cylinders||Iconic Silver|Ebony|https://www.hertzcarsales.com|2022-06-03|2022-08-14|2022-08-14|
2C3CDXL93GH157410|2016|Dodge|CHARGER|SRT Hellcat|Golden State Nissan|650 Serramonte Blvd|Colma|CA|94014|59881|26188|TRUE|FALSE|4dr Car|RWD|8 Cylinders - 6.2 Liters|Gasoline Fuel|Ivory Tri-coat Pearl / Sepia|Sepia/black|https://www.goldenstatenissan.com|2022-07-21|2022-08-16|2022-08-15|
KM8K3CA39PU931556|2023|Hyundai|Kona 1.6T N Line SUV for sale Puyallup|N Line|Korum Hyundai|111 River Rd|Puyallup|WA|98371|31170||FALSE|FALSE|crossover|AWD4WD|195 hp 1.6L I4|Gasoline|Pulse Red Exterior|Black|https://www.korumhyundai.com|2022-08-06|2022-08-17|2022-08-17|in_transit
1C4PJMBX7ND533752|2022|Jeep|Cherokee|Trailhawk|Auffenberg Chrysler Dodge Jeep Ram|1108 Auffenberg Ave|Shiloh|IL|62269|40185||FALSE|FALSE||Four-wheel|3.2L V6 24V VVT Engine with Stop/Start||||https://www.auffenbergcdjr.com|2022-08-12|2022-08-17|2022-08-17|
1FM5K8D83JGB86135|2018|Ford|Explorer XLT SUV for sale in Barrington, IL|V6 Ti-VCT|Wickstrom Auto Group|600 W NW Hwy|Barrington|IL|60010|25000|109109|TRUE|FALSE|AWD XLT 4dr SUV|AWD|3.5L V6|Gasoline|Magnetic|Ebony Black|https://www.wickstromautogroup.com|2022-08-08|2022-08-17|2022-08-17|
SALGS2SV6KA542819|2019|Land Rover|Range Rover|HSE|Dallas Lease Returns|14335 Inwood Rd|Dallas|TX|75244|72887|42718|TRUE|FALSE|SUV|Four-wheel Drive|V6|Gasoline|White|Beige|https://www.dallasleasereturns.com|2022-07-19|2022-08-17|2022-07-20|
2HGFC2F73JH564838|2018|Honda|Civic EX Sedan|EX|Hendrick Motors Of Charlotte - Mercedes-Benz|5201 E Independence Blvd|Charlotte|NC|28212|21629|73602|TRUE|FALSE|Sedan|FWD|4||Unknown|Unknown|https://www.hendrickmotorsofcharlotte.com|2022-07-27|2022-08-17|2022-08-15|
KL79MTSL9PB004368|2023|Chevrolet|Trailblazer|FWD 4dr RS|Hardy Chevrolet Buick Gmc|2026 Macland Rd|Dallas|GA|30157|29110|5|FALSE|FALSE|RS 4dr SUV|FWD|1.3L I3|Gas|Summit White|Jet Black With Red Accents|https://www.hardychevybuickgmc.com|2022-06-20|2022-08-16|2022-08-15|
1N4AA6AP3JC390369|2018|Nissan|Maxima|3.5 S|Hertz Car Sales Jacksonville|10585 Atlantic Blvd|Jacksonville|FL|32225|22650|52546|TRUE|FALSE|3.5 S 4dr Sedan (3.5L 6cyl CVT)|FWD|3.5L V6 24V MPFI DOHC|Gasoline|White (qab) - Pearl White Exterior||https://www.hertzcarsales.com|2022-05-12|2022-08-17|2022-08-17|
WP0CB29949S755240|2009|Porsche|911 Carrera S Cabriolet|CARRERA S|Gossett Motor Cars|1875 Covington Pike|Memphis|TN|38128|69988|37861|TRUE|FALSE|Convertible|RWD|3.8L H6 24V GDI DOHC|Gasoline|Red||https://www.gossettmotors.com|2022-08-15|2022-08-17|2022-08-15|
WA1AAAFY5M2037456|2021|Audi|q5|Premium|Koons Annapolis Toyota|1107 W St|Annapolis|MD|21401|41000|15555|TRUE|FALSE|crossover|All-Wheel Drive|261 hp 2L I4|Hybrid Fuel|Manhattan Gray Metallic|Black Leather|https://www.koonstoyotaannapolis.com|2022-01-21|2022-08-15|2022-08-14|
1HGCV1F44MA050156|2021|Honda|Accord Sport SE 1.5T Sedan|I-4 Cylinder|Hertrich Chevrolet Gmc Buick|7677 Ocean Gateway|Easton|MD|21601|33994|21159|TRUE|TRUE|Sedan|Front-wheel Drive|1.5L I4 16V GDI DOHC Turbo||Crystal Black Pearl|Black|https://www.hertrichcbg.com|2022-08-11|2022-08-17|2022-08-17|
2FMPK4J95JBC26043|2018|Ford|Edge SEL SUV|SEL|Joe Machens Lincoln|1911 W Worley St STE #101|Columbia|MO|65203|27500|39924|TRUE|FALSE|crossover|All-Wheel Drive|245 hp 2L I4|Gas|Shadow Black|Ebony|https://www.machenslincoln.net|2022-05-21|2022-08-18|2022-08-17|
3GNEK12Z85G121886|2005|Chevrolet|AVALANCHE 1500|1500 Z71 4WD|Reliable Auto Source|3128 Auburn Blvd|Sacramento|CA|95821|10999|184491|TRUE|FALSE|pickup_truck|Four-Wheel Drive|295 hp 5.3L V8 Flex Fuel Vehicle|Flex Fuel Vehicle|Gold|Gray|http://www.reliableautoz.com|2022-08-04|2022-08-17|2022-08-17|
1N4BL4BV4LC218936|2020|Nissan|Altima|2.5 S|Hertz Car Sales Winston Salem|1490 Peters Creek Pkwy|Winston-Salem|NC|27103|22451|54636|TRUE|FALSE|Sedan|FWD|188 hp 2.5L I4|Gasoline|Gun Metallic Exterior|Black|https://www.hertzcarsales.com|2022-06-28|2022-08-17|2022-08-17|
1FMCU9G63LUA27167|2020|Ford|Escape SE|SE|Bob Johnson Chevrolet West|5049 W Ridge Rd W|Spencerport|NY|14559|25867|15989|TRUE|FALSE|SE 4dr SUV AWD (1.5L 3cyl Turbo 8A)|all wheel drive|gas|Gas|Velocity Blue Metallic|Dark Earth Gray Premium Cloth|https://www.bobjohnsonautogroup.com|2022-07-03|2022-08-17|2022-08-17|
5YFEPMAE7MP234893|2021|Toyota|Corolla LE Sedan|LE|Autonation Ford Miami|16800 NW 57th Ave|Miami|FL|33015|22997|8489|TRUE|FALSE|Sedan|Front-Wheel Drive|1.8L I4|Gas|Blue|Black Premium Cloth|https://www.autonationfordmiami.com|2022-07-03|2022-08-15|2022-08-15|
5TDBZRFH4HS430090|2017|Toyota|Highlander|LE|Rohrich Automotive|15001 Perry Hwy|Pittsburgh|PA|15226|15000|39349|TRUE|FALSE||AWD4WD|||Red Exterior||https://www.rohrich.com|2022-08-16|2022-08-17|2022-08-17|
2T3F1RFV6KW048177|2019|Toyota|RAV4|LE|Sheehy Ford Lincoln Of Richmond|10601 Midlothian Turnpike|Richmond|VA|23235|23998||TRUE|FALSE|crossover|All-Wheel Drive|203 hp 2.5L I4|4|Magnetic Gray Metallic|Black Cloth|https://www.sheehyfordofrichmond.com|2022-05-10|2022-08-17|2022-08-14|
1FMJU2AT2NEA36310|2022|Ford|Expedition|Limited|Pettijohn Auto Center, Inc. - Lincoln|Hwy 69 S St|Bethany|MO|64424|73345||FALSE|FALSE|4x4 Limited 4dr SUV|4X4|3.5L EcoBoost V6 Engine with Auto Start-Stop Technology|Gasoline|Star White Metallic Tri-coat|Leather - Sandstone|https://www.pettijohnautocenter.com|2022-06-23|2022-08-17|2022-08-09|
W1KVK8AB8NF001437|2022|Mercedes-Benz|SL-Class|4MATIC|Mercedes-Benz Of Oklahoma City|14240 Broadway Ext Hwy|Edmond|OK|73013|155485|5|FALSE|FALSE||AWD4WD|||Gray Exterior||https://www.mercedesbenzofokc.com|2022-08-11|2022-08-14|2022-08-14|
KL7CJPSB9GB761221|2016|Chevrolet|Trax|LT|Gateway Chevrolet Cadillac|501 38th St S|Fargo|ND|58103|14595|102445|TRUE|FALSE|SUV|All-wheel Drive|1.4L I4 16V MPFI DOHC Turbo||Brilliant Blue Metallic|Jet Black|https://www.fargochevrolet.com|2022-08-13|2022-08-17|2022-08-17|
1G1FY6S0XN4111053|2022|Chevrolet|bolt-euv|LT|Koons Ford Lincoln Of Annapolis|2540 Riva Rd|Annapolis|MD|21401|33280|3|FALSE|FALSE|SUV|Front-wheel|Electric Motor|Electric|Summit White|Jet Black/nightshift Blue|https://www.koonsford.com|2021-07-25|2022-08-17|2022-08-17|
5TFLA5DB6NX039886|2022|Toyota|Tundra SR5 3.5L V6 Truck CrewMax|SR5|Sheehy Nissan Of Glen Burnie|7232 Ritchie Hwy|Glen Burnie|MD|21061|61988|11|TRUE|FALSE|pickup_truck|Four-Wheel Drive|389 hp 3.5L V6|Gasoline|Black|Boulder|https://www.sheehynissanglenburnie.com|2022-06-25|2022-08-17|2022-08-17|
1FM5K8GT2GGA94569|2016|Ford|Explorer Sport AWD Sport SUV|Sport|Landers Nissan|371 Goodman Rd E|Southaven|MS|38671|29998|88205|TRUE|FALSE||||Gasoline|||https://www.landersnissan.com|2022-08-16|2022-08-17|2022-08-17|
1N4BL4BV5LC210375|2020|Nissan|Altima|2.5 S|Hertz Car Sales Anaheim|1600 W Lincoln Ave|Anaheim|CA|92801|21845|54907|TRUE|FALSE|2.5 S 4dr Sedan (2.5L 4cyl CVT)|front wheel drive|gas|Regular Unleaded|Gun Metallic|Charcoal Cloth|https://www.hertzcarsales.com|2022-08-09|2022-08-17|2022-08-17|
1G1YB2D40N5104996|2022|Chevrolet|Corvette|Stingray|Friendly Ford|1077 Ny-5|Geneva|NY|14456|96490|304|TRUE|FALSE|Coupe|Rear-wheel Drive|6.2L V8 16V GDI OHV||Gray|Red|https://www.friendlyfordgeneva.com|2022-06-22|2022-08-17|2022-08-17|
